,date,state,positive,negative,death,totalTestResults,hospitalized
757,20210127,MT,92531.0,837428.0,1201.0,929959.0,4177.0
759,20210127,ND,97160.0,294841.0,1441.0,1333029.0,3757.0
760,20210127,NE,188122.0,726309.0,1905.0,2052707.0,5729.0
761,20210127,NH,63563.0,543770.0,1006.0,1224489.0,1014.0
762,20210127,NJ,676537.0,8618471.0,21220.0,9295008.0,59879.0
763,20210127,NM,171047.0,2100210.0,3198.0,2271257.0,11824.0
767,20210127,OK,379110.0,2736087.0,3388.0,3115197.0,21314.0
771,20210127,RI,113009.0,617620.0,2135.0,2451147.0,8098.0
772,20210127,SC,427231.0,3644866.0,6673.0,4072097.0,17580.0
773,20210127,SD,107608.0,291602.0,1739.0,399210.0,6242.0
774,20210127,TN,715806.0,5624063.0,9316.0,6339869.0,16823.0
776,20210127,UT,340684.0,1416799.0,1620.0,2557878.0,13217.0
781,20210127,WI,585600.0,2486960.0,6302.0,6050119.0,23976.0
783,20210127,WY,51368.0,171688.0,596.0,616677.0,1270.0
785,20210126,AL,445909.0,1745052.0,6896.0,2097970.0,41315.0
786,20210126,AR,287187.0,2138953.0,4690.0,2368680.0,13401.0
788,20210126,AZ,732643.0,2691291.0,12448.0,6462314.0,50657.0
790,20210126,CO,388620.0,1991411.0,5517.0,5279863.0,21562.0
791,20210126,CT,244899.0,5332432.0,6934.0,5577331.0,12257.0
794,20210126,FL,1637296.0,8292405.0,26080.0,18566269.0,71852.0
799,20210126,ID,160033.0,462128.0,1681.0,592647.0,6525.0
801,20210126,IN,614946.0,2297237.0,9807.0,6787227.0,39753.0
802,20210126,KS,269255.0,878382.0,3622.0,1147637.0,8117.0
805,20210126,MA,506183.0,4024375.0,14220.0,13096275.0,17556.0
806,20210126,MD,344620.0,2793416.0,6963.0,6784162.0,31330.0
807,20210126,ME,37708.0,1305950.0,558.0,1343658.0,1357.0
809,20210126,MN,456490.0,2777527.0,6106.0,6080904.0,24014.0
811,20210126,MP,132.0,17429.0,2.0,17561.0,4.0
812,20210126,MS,266598.0,1294488.0,5852.0,1561086.0,8647.0
813,20210126,MT,92160.0,830796.0,1185.0,922956.0,4141.0
815,20210126,ND,97006.0,294285.0,1440.0,1328400.0,3752.0
816,20210126,NE,187793.0,724158.0,1894.0,2040787.0,5702.0
817,20210126,NH,63172.0,542048.0,994.0,1215219.0,1012.0
818,20210126,NJ,671727.0,8580094.0,21105.0,9251821.0,59661.0
819,20210126,NM,170296.0,2092095.0,3171.0,2262391.0,11700.0
823,20210126,OK,376424.0,2716708.0,3323.0,3093132.0,21093.0
827,20210126,RI,112396.0,614667.0,2126.0,2431923.0,8063.0
828,20210126,SC,423667.0,3624959.0,6578.0,4048626.0,17390.0
829,20210126,SD,107380.0,290810.0,1705.0,398190.0,6216.0
830,20210126,TN,712406.0,5600560.0,9162.0,6312966.0,16707.0
832,20210126,UT,338675.0,1412196.0,1613.0,2545013.0,13137.0
837,20210126,WI,584041.0,2481735.0,6264.0,6020539.0,23883.0
839,20210126,WY,51152.0,169518.0,596.0,609573.0,1265.0
841,20210125,AL,443009.0,1740023.0,6662.0,2091011.0,41069.0
842,20210125,AR,284702.0,2128124.0,4650.0,2356534.0,13312.0
844,20210125,AZ,727895.0,2682877.0,12239.0,6429799.0,50483.0
846,20210125,CO,387462.0,1982404.0,5512.0,5263473.0,21263.0
847,20210125,CT,243632.0,5299352.0,6911.0,5542984.0,12257.0
850,20210125,FL,1627830.0,8268415.0,25849.0,18477869.0,71387.0
855,20210125,ID,159506.0,460862.0,1669.0,590967.0,6496.0
857,20210125,IN,613228.0,2293804.0,9728.0,6761438.0,39609.0
858,20210125,KS,269255.0,878382.0,3622.0,1147637.0,8117.0
861,20210125,MA,503688.0,4015048.0,14178.0,13046574.0,17556.0
862,20210125,MD,343138.0,2787084.0,6900.0,6758236.0,31188.0
863,20210125,ME,37046.0,1301374.0,547.0,1338420.0,1342.0
865,20210125,MN,455783.0,2777761.0,6098.0,6071392.0,23932.0
867,20210125,MP,132.0,17429.0,2.0,17561.0,4.0
868,20210125,MS,265146.0,1294488.0,5777.0,1559634.0,8647.0
869,20210125,MT,91816.0,828300.0,1151.0,920116.0,4128.0
871,20210125,ND,96874.0,293889.0,1436.0,1327227.0,3745.0
872,20210125,NE,187147.0,720000.0,1879.0,2026028.0,5682.0
873,20210125,NH,62768.0,541256.0,990.0,1211251.0,1007.0
874,20210125,NJ,666951.0,8395679.0,20972.0,9062630.0,59438.0
875,20210125,NM,169696.0,2085370.0,3157.0,2255066.0,11598.0
879,20210125,OK,374853.0,2690714.0,3293.0,3065567.0,21053.0
883,20210125,RI,111754.0,612613.0,2110.0,2418019.0,8006.0
884,20210125,SC,421417.0,3599689.0,6552.0,4021106.0,17335.0
885,20210125,SD,107180.0,290341.0,1705.0,397521.0,6201.0
886,20210125,TN,710427.0,5593286.0,8970.0,6303713.0,16560.0
888,20210125,UT,337264.0,1408984.0,1597.0,2536306.0,13054.0
893,20210125,WI,582477.0,2477588.0,6199.0,6003401.0,23748.0
895,20210125,WY,51062.0,167371.0,571.0,573868.0,1264.0
897,20210124,AL,441170.0,1737094.0,6660.0,2086555.0,40514.0
898,20210124,AR,284066.0,2119560.0,4606.0,2347388.0,13267.0
900,20210124,AZ,722574.0,2671771.0,12238.0,6385219.0,50264.0
902,20210124,CO,386285.0,1982404.0,5505.0,5246911.0,21237.0
903,20210124,CT,237815.0,5215799.0,6819.0,5453614.0,12257.0
906,20210124,FL,1619288.0,8243060.0,25693.0,18397824.0,71219.0
911,20210124,ID,159325.0,459674.0,1668.0,589629.0,6481.0
913,20210124,IN,611039.0,2289012.0,9716.0,6738341.0,39505.0
914,20210124,KS,266653.0,870758.0,3598.0,1137411.0,8041.0
917,20210124,MA,500037.0,4002160.0,14133.0,12967924.0,17556.0
918,20210124,MD,341452.0,2779405.0,6865.0,6723502.0,31034.0
919,20210124,ME,36598.0,1272416.0,544.0,1309014.0,1322.0
921,20210124,MN,454989.0,2770487.0,6095.0,6052223.0,23884.0
923,20210124,MP,129.0,17429.0,2.0,17558.0,4.0
924,20210124,MS,264219.0,1256115.0,5772.0,1520334.0,8546.0
925,20210124,MT,91652.0,820034.0,1151.0,911686.0,4125.0
927,20210124,ND,96817.0,293808.0,1428.0,1325891.0,3741.0
928,20210124,NE,186854.0,718934.0,1879.0,2021416.0,5678.0
929,20210124,NH,62337.0,539229.0,987.0,1205021.0,1000.0
930,20210124,NJ,662808.0,8395679.0,20951.0,9058487.0,59369.0
931,20210124,NM,169205.0,2075903.0,3145.0,2245108.0,11523.0
935,20210124,OK,373090.0,2690714.0,3279.0,3063804.0,21020.0
939,20210124,RI,111453.0,611449.0,2101.0,2410025.0,7844.0
940,20210124,SC,418325.0,3566787.0,6547.0,3985112.0,17289.0
941,20210124,SD,107148.0,290091.0,1705.0,397239.0,6193.0
942,20210124,TN,708717.0,5580734.0,8859.0,6289451.0,16504.0
944,20210124,UT,336405.0,1406188.0,1595.0,2529796.0,13016.0
949,20210124,WI,581377.0,2474335.0,6190.0,5990470.0,23692.0
951,20210124,WY,50898.0,167371.0,571.0,573868.0,1259.0
953,20210123,AL,439442.0,1730471.0,6657.0,2078488.0,40514.0
954,20210123,AR,282995.0,2111634.0,4563.0,2338521.0,13250.0
956,20210123,AZ,715357.0,2657166.0,12170.0,6324445.0,49963.0
958,20210123,CO,384966.0,1976577.0,5482.0,5221165.0,21219.0
959,20210123,CT,237815.0,5215799.0,6819.0,5453614.0,12257.0
962,20210123,FL,1609953.0,8215386.0,25561.0,18295646.0,71037.0
967,20210123,ID,158798.0,458315.0,1667.0,587827.0,6464.0
969,20210123,IN,608519.0,2282437.0,9693.0,6701477.0,39396.0
970,20210123,KS,266653.0,870758.0,3598.0,1137411.0,8041.0
973,20210123,MA,496093.0,3988109.0,14064.0,12866597.0,17556.0
974,20210123,MD,339307.0,2771726.0,6837.0,6678255.0,30866.0
975,20210123,ME,36598.0,1272416.0,544.0,1309014.0,1322.0
977,20210123,MN,453808.0,2758759.0,6063.0,6024172.0,23865.0
979,20210123,MP,129.0,17429.0,2.0,17558.0,4.0
980,20210123,MS,263023.0,1256115.0,5752.0,1519138.0,8546.0
981,20210123,MT,91410.0,815343.0,1141.0,906753.0,4112.0
983,20210123,ND,96720.0,293468.0,1428.0,1323998.0,3739.0
984,20210123,NE,186255.0,711753.0,1878.0,1998438.0,5670.0
985,20210123,NH,61576.0,537726.0,981.0,1197947.0,992.0
986,20210123,NJ,657536.0,8395679.0,20934.0,9053215.0,59264.0
987,20210123,NM,168579.0,2063661.0,3115.0,2232240.0,11457.0
991,20210123,OK,370149.0,2690714.0,3231.0,3060863.0,20849.0
995,20210123,RI,110711.0,608341.0,2097.0,2390238.0,7844.0
996,20210123,SC,413789.0,3530329.0,6479.0,3944118.0,17164.0
997,20210123,SD,106963.0,289457.0,1696.0,396420.0,6177.0
998,20210123,TN,705876.0,5557065.0,8819.0,6262941.0,16481.0
1000,20210123,UT,334889.0,1401634.0,1582.0,2518969.0,12948.0
1005,20210123,WI,580003.0,2469123.0,6184.0,5967261.0,23625.0
1007,20210123,WY,50583.0,167371.0,571.0,573868.0,1251.0
1009,20210122,AL,436087.0,1720674.0,6486.0,2066351.0,40514.0
1010,20210122,AR,281382.0,2101691.0,4549.0,2327428.0,13130.0
1012,20210122,AZ,708041.0,2643185.0,12001.0,6269091.0,49602.0
1014,20210122,CO,383008.0,1969395.0,5462.0,5185408.0,21146.0
1015,20210122,CT,237815.0,5215799.0,6819.0,5453614.0,12257.0
1018,20210122,FL,1597849.0,8166392.0,25405.0,18126056.0,70767.0
1023,20210122,ID,158200.0,456296.0,1654.0,585359.0,6440.0
1025,20210122,IN,605426.0,2274470.0,9642.0,6652500.0,39242.0
1026,20210122,KS,266653.0,870758.0,3598.0,1137411.0,8041.0
1029,20210122,MA,491452.0,3973073.0,13987.0,12754206.0,17556.0
1030,20210122,MD,336915.0,2760718.0,6792.0,6630564.0,30697.0
1031,20210122,ME,36274.0,1272416.0,540.0,1308690.0,1309.0
1033,20210122,MN,452268.0,2747425.0,6032.0,5984932.0,23767.0
1035,20210122,MP,129.0,17429.0,2.0,17558.0,4.0
1036,20210122,MS,261167.0,1256115.0,5713.0,1517282.0,8546.0
1037,20210122,MT,91049.0,808720.0,1104.0,899769.0,4081.0
1039,20210122,ND,96567.0,293130.0,1428.0,1319901.0,3736.0
1040,20210122,NE,185346.0,710145.0,1868.0,1988904.0,5647.0
1041,20210122,NH,60951.0,534764.0,971.0,1187904.0,989.0
1042,20210122,NJ,650389.0,8356555.0,20875.0,9006944.0,55355.0
1043,20210122,NM,167731.0,2046764.0,3077.0,2214495.0,11412.0
1047,20210122,OK,365992.0,2674361.0,3187.0,3040353.0,20692.0
1051,20210122,RI,109735.0,605703.0,2083.0,2363131.0,7844.0
1052,20210122,SC,409188.0,3491343.0,6404.0,3900531.0,17027.0
1053,20210122,SD,106716.0,288761.0,1684.0,395477.0,6159.0
1054,20210122,TN,701847.0,5529631.0,8777.0,6231478.0,16422.0
1056,20210122,UT,333118.0,1399108.0,1571.0,2510554.0,12884.0
1061,20210122,WI,577991.0,2463344.0,6135.0,5937589.0,23536.0
1063,20210122,WY,50583.0,167371.0,571.0,573868.0,1251.0
1065,20210121,AL,432536.0,1715242.0,6379.0,2058224.0,40277.0
1066,20210121,AR,279220.0,2091292.0,4496.0,2315535.0,13055.0
1068,20210121,AZ,699942.0,2628346.0,11772.0,6215572.0,48604.0
1070,20210121,CO,381210.0,1962432.0,5440.0,5140301.0,21041.0
1071,20210121,CT,235796.0,5176704.0,6774.0,5412500.0,12257.0
1074,20210121,FL,1584442.0,8144203.0,25128.0,18042225.0,70306.0
1079,20210121,ID,157588.0,454808.0,1635.0,583441.0,6406.0
1081,20210121,IN,601937.0,2266053.0,9593.0,6600039.0,39045.0
1082,20210121,KS,263412.0,862293.0,3575.0,1125705.0,7930.0
1085,20210121,MA,486180.0,3956227.0,13906.0,12648438.0,17556.0
1086,20210121,MD,334519.0,2749627.0,6735.0,6578575.0,30498.0
1087,20210121,ME,35638.0,1262752.0,536.0,1298390.0,1294.0
1089,20210121,MN,450762.0,2738635.0,6011.0,5945782.0,23676.0
1091,20210121,MP,129.0,17429.0,2.0,17558.0,4.0
1092,20210121,MS,259117.0,1256115.0,5668.0,1515232.0,8546.0
1093,20210121,MT,90649.0,802121.0,1100.0,892770.0,4049.0
1095,20210121,ND,96370.0,292924.0,1422.0,1315777.0,3732.0
1096,20210121,NE,184482.0,708280.0,1862.0,1966167.0,5632.0
1097,20210121,NH,60294.0,532608.0,962.0,1179465.0,982.0
1098,20210121,NJ,646189.0,8310677.0,20760.0,8956866.0,55191.0
1099,20210121,NM,166823.0,2032027.0,3044.0,2198850.0,11340.0
1103,20210121,OK,363046.0,2653602.0,3140.0,3016648.0,20505.0
1107,20210121,RI,108786.0,602437.0,2076.0,2340681.0,7787.0
1108,20210121,SC,404492.0,3457775.0,6373.0,3862267.0,16869.0
1109,20210121,SD,106400.0,288115.0,1673.0,394515.0,6133.0
1110,20210121,TN,697783.0,5505383.0,8684.0,6203166.0,16344.0
1112,20210121,UT,330469.0,1395159.0,1547.0,2498162.0,12803.0
1117,20210121,WI,575688.0,2457032.0,6090.0,5897305.0,23445.0
1119,20210121,WY,50424.0,167371.0,550.0,573868.0,1248.0
1121,20210120,AL,429655.0,1709750.0,6283.0,2050637.0,39928.0
1122,20210120,AR,276114.0,2080207.0,4441.0,2302494.0,12982.0
1124,20210120,AZ,690544.0,2603084.0,11528.0,6145769.0,48207.0
1126,20210120,CO,379227.0,1954601.0,5422.0,5098541.0,20977.0
1127,20210120,CT,234134.0,5139268.0,6726.0,5373402.0,12257.0
1130,20210120,FL,1571840.0,8106299.0,24965.0,17910668.0,69954.0
1135,20210120,ID,156778.0,453232.0,1637.0,581299.0,6370.0
1137,20210120,IN,598313.0,2257678.0,9529.0,6545320.0,38857.0
1138,20210120,KS,263412.0,862293.0,3575.0,1125705.0,7930.0
1141,20210120,MA,481040.0,3940163.0,13829.0,12536712.0,17556.0
1142,20210120,MD,332353.0,2740161.0,6689.0,6541052.0,30327.0
1143,20210120,ME,34963.0,1245319.0,530.0,1280282.0,1287.0
1145,20210120,MN,449492.0,2731020.0,5979.0,5910354.0,23608.0
1147,20210120,MP,129.0,17429.0,2.0,17558.0,4.0
1148,20210120,MS,256827.0,1256115.0,5638.0,1512942.0,8546.0
1149,20210120,MT,90255.0,797629.0,1094.0,887884.0,4022.0
1151,20210120,ND,96222.0,292644.0,1409.0,1311137.0,3723.0
1152,20210120,NE,183318.0,704113.0,1850.0,1944011.0,5590.0
1153,20210120,NH,59437.0,529778.0,950.0,1169547.0,976.0
1154,20210120,NJ,641140.0,8310677.0,20664.0,8951817.0,55007.0
1155,20210120,NM,165835.0,2019174.0,3009.0,2185009.0,11280.0
1159,20210120,OK,360360.0,2653602.0,3085.0,3013962.0,20295.0
1163,20210120,RI,107876.0,599322.0,2058.0,2313909.0,7720.0
1164,20210120,SC,399843.0,3423743.0,6328.0,3823586.0,16689.0
1165,20210120,SD,106063.0,287280.0,1667.0,393343.0,6109.0
1166,20210120,TN,694291.0,5485170.0,8556.0,6179461.0,16233.0
1168,20210120,UT,328380.0,1390716.0,1517.0,2485476.0,12729.0
1173,20210120,WI,573119.0,2450522.0,6035.0,5861531.0,23363.0
1175,20210120,WY,50124.0,166859.0,550.0,567450.0,1240.0
1177,20210119,AL,426543.0,1702124.0,6126.0,2041107.0,39504.0
1178,20210119,AR,273594.0,2067797.0,4386.0,2288594.0,12851.0
1180,20210119,AZ,685699.0,2589873.0,11266.0,6101540.0,47721.0
1182,20210119,CO,377856.0,1949597.0,5388.0,5057763.0,20769.0
1183,20210119,CT,232219.0,5110168.0,6682.0,5342387.0,12257.0
1186,20210119,FL,1560015.0,8079342.0,24820.0,17821375.0,69483.0
1191,20210119,ID,155554.0,450846.0,1607.0,577938.0,6307.0
1193,20210119,IN,595436.0,2252196.0,9466.0,6498762.0,38695.0
1194,20210119,KS,259822.0,853944.0,3525.0,1113766.0,7807.0
1197,20210119,MA,476526.0,3927237.0,13749.0,12454145.0,17109.0
1198,20210119,MD,330186.0,2731921.0,6650.0,6510156.0,30157.0
1199,20210119,ME,34262.0,1236611.0,519.0,1270873.0,1269.0
1201,20210119,MN,448268.0,2726619.0,5945.0,5895901.0,23517.0
1203,20210119,MP,129.0,17429.0,2.0,17558.0,4.0
1204,20210119,MS,255125.0,1256115.0,5574.0,1511240.0,8546.0
1205,20210119,MT,89864.0,793808.0,1093.0,883672.0,3992.0
1207,20210119,ND,96071.0,292434.0,1408.0,1307962.0,3719.0
1208,20210119,NE,182418.0,704113.0,1842.0,1944011.0,5590.0
1209,20210119,NH,58709.0,527068.0,938.0,1158106.0,971.0
1210,20210119,NJ,635702.0,8229589.0,20512.0,8865291.0,54802.0
1211,20210119,NM,164954.0,2010069.0,2975.0,2175023.0,11210.0
1215,20210119,OK,358374.0,2642075.0,3037.0,3000449.0,20095.0
1219,20210119,RI,107066.0,596818.0,2045.0,2298001.0,7650.0
1220,20210119,SC,394318.0,3378623.0,6259.0,3772941.0,16511.0
1221,20210119,SD,105786.0,286539.0,1667.0,392325.0,6092.0
1222,20210119,TN,689808.0,5465934.0,8470.0,6155742.0,16134.0
1224,20210119,UT,326221.0,1385896.0,1507.0,2472897.0,12645.0
1229,20210119,WI,571268.0,2445399.0,5973.0,5832709.0,23244.0
1231,20210119,WY,49922.0,166483.0,550.0,563037.0,1236.0
1233,20210118,AL,424028.0,1697015.0,6121.0,2034195.0,39504.0
1234,20210118,AR,272263.0,2062255.0,4343.0,2282211.0,12756.0
1236,20210118,AZ,679282.0,2583886.0,11265.0,6069199.0,47195.0
1238,20210118,CO,376171.0,1943078.0,5386.0,5032041.0,20717.0
1239,20210118,CT,230125.0,5075203.0,6670.0,5305328.0,12257.0
1242,20210118,FL,1550444.0,8052348.0,24657.0,17728996.0,69165.0
1247,20210118,ID,155554.0,450846.0,1607.0,577938.0,6307.0
1249,20210118,IN,592709.0,2246796.0,9340.0,6462786.0,38544.0
1250,20210118,KS,259822.0,853944.0,3525.0,1113766.0,7807.0
1253,20210118,MA,473441.0,3916329.0,13705.0,12398580.0,17109.0
1254,20210118,MD,328214.0,2724491.0,6596.0,6480786.0,29842.0
1255,20210118,ME,33876.0,1205766.0,514.0,1239642.0,1254.0
1257,20210118,MN,447349.0,2722732.0,5939.0,5883217.0,23428.0
1259,20210118,MP,128.0,17429.0,2.0,17557.0,4.0
1260,20210118,MS,253932.0,1256115.0,5524.0,1510047.0,8546.0
1261,20210118,MT,89576.0,791836.0,1093.0,881412.0,3974.0
1263,20210118,ND,95934.0,292165.0,1395.0,1306720.0,3710.0
1264,20210118,NE,181978.0,703778.0,1837.0,1941744.0,5575.0
1265,20210118,NH,57864.0,523423.0,933.0,1152396.0,957.0
1266,20210118,NJ,631074.0,8060712.0,20458.0,8691786.0,54566.0
1267,20210118,NM,164263.0,1999701.0,2958.0,2163964.0,11175.0
1271,20210118,OK,356816.0,2601000.0,2994.0,2957816.0,20063.0
1275,20210118,RI,106705.0,595622.0,2033.0,2289265.0,7432.0
1276,20210118,SC,391464.0,3354001.0,6248.0,3745465.0,16474.0
1277,20210118,SD,105659.0,286205.0,1667.0,391864.0,6082.0
1278,20210118,TN,687751.0,5454997.0,8430.0,6142748.0,16061.0
1280,20210118,UT,324919.0,1383136.0,1500.0,2465673.0,12576.0
1285,20210118,WI,569335.0,2441843.0,5926.0,5813407.0,23130.0
1287,20210118,WY,49708.0,164801.0,522.0,549805.0,1232.0
1289,20210117,AL,422598.0,1693435.0,6120.0,2029488.0,38763.0
1290,20210117,AR,271154.0,2053730.0,4311.0,2272698.0,12701.0
1292,20210117,AZ,673882.0,2574357.0,11266.0,6029520.0,47081.0
1294,20210117,CO,374981.0,1938506.0,5379.0,5007126.0,20687.0
1295,20210117,CT,223422.0,4657514.0,6594.0,4880936.0,12257.0
1298,20210117,FL,1542567.0,8030300.0,24515.0,17654084.0,68987.0
1303,20210117,ID,155276.0,449063.0,1605.0,576008.0,6295.0
1305,20210117,IN,590211.0,2241141.0,9310.0,6431185.0,38398.0
1306,20210117,KS,256134.0,844231.0,3502.0,1100365.0,7713.0
1309,20210117,MA,470140.0,3905525.0,13652.0,12348663.0,17109.0
1310,20210117,MD,326445.0,2716464.0,6567.0,6455048.0,29631.0
1311,20210117,ME,33559.0,1205766.0,511.0,1239325.0,1244.0
1313,20210117,MN,446380.0,2716751.0,5927.0,5863218.0,23367.0
1315,20210117,MP,128.0,17429.0,2.0,17557.0,4.0
1316,20210117,MS,252475.0,1222926.0,5521.0,1475401.0,8425.0
1317,20210117,MT,89393.0,790335.0,1092.0,879728.0,3962.0
1319,20210117,ND,95864.0,291976.0,1395.0,1305288.0,3704.0
1320,20210117,NE,180910.0,701962.0,1837.0,1908692.0,5565.0
1321,20210117,NH,56864.0,523423.0,933.0,1146577.0,957.0
1322,20210117,NJ,627221.0,8060712.0,20439.0,8687933.0,54487.0
1323,20210117,NM,163637.0,1993881.0,2932.0,2157518.0,11106.0
1327,20210117,OK,354979.0,2601000.0,2987.0,2955979.0,20036.0
1331,20210117,RI,106224.0,593909.0,2028.0,2279786.0,7432.0
1332,20210117,SC,388184.0,3325724.0,6237.0,3713908.0,16436.0
1333,20210117,SD,105544.0,285878.0,1656.0,391422.0,6063.0
1334,20210117,TN,685321.0,5442737.0,8391.0,6128058.0,16018.0
1336,20210117,UT,323837.0,1380281.0,1493.0,2458733.0,12518.0
1341,20210117,WI,568166.0,2437794.0,5906.0,5798072.0,23076.0
1343,20210117,WY,49363.0,164801.0,522.0,549805.0,1223.0
1345,20210116,AL,420681.0,1686680.0,6119.0,2021123.0,38763.0
1346,20210116,AR,270178.0,2043157.0,4293.0,2261205.0,12686.0
1348,20210116,AZ,666901.0,2563182.0,11248.0,5969026.0,46648.0
1350,20210116,CO,373483.0,1932033.0,5363.0,4973741.0,20664.0
1351,20210116,CT,223422.0,4657514.0,6594.0,4880936.0,12257.0
1354,20210116,FL,1531830.0,7963652.0,24380.0,17546717.0,68780.0
1359,20210116,ID,154470.0,447866.0,1603.0,574288.0,6269.0
1361,20210116,IN,587049.0,2232815.0,9287.0,6386194.0,38266.0
1362,20210116,KS,256134.0,844231.0,3502.0,1100365.0,7713.0
1365,20210116,MA,465726.0,3890048.0,13583.0,12259486.0,17109.0
1366,20210116,MD,324031.0,2705207.0,6541.0,6408323.0,29412.0
1367,20210116,ME,33219.0,1205766.0,507.0,1238985.0,1242.0
1369,20210116,MN,445047.0,2707239.0,5887.0,5836107.0,23291.0
1371,20210116,MP,128.0,17429.0,2.0,17557.0,4.0
1372,20210116,MS,250869.0,1222926.0,5481.0,1473795.0,8425.0
1373,20210116,MT,89056.0,785887.0,1088.0,874943.0,3957.0
1375,20210116,ND,95714.0,291581.0,1395.0,1301427.0,3704.0
1376,20210116,NE,180910.0,701962.0,1837.0,1908692.0,5565.0
1377,20210116,NH,55945.0,520382.0,927.0,1138549.0,955.0
1378,20210116,NJ,622089.0,8060712.0,20414.0,8682801.0,54395.0
1379,20210116,NM,162893.0,1977712.0,2910.0,2140605.0,11075.0
1383,20210116,OK,351665.0,2601000.0,2952.0,2952665.0,19806.0
1387,20210116,RI,105472.0,591063.0,2019.0,2262549.0,7432.0
1388,20210116,SC,382422.0,3280890.0,6108.0,3663312.0,16288.0
1389,20210116,SD,105278.0,285242.0,1633.0,390520.0,6039.0
1390,20210116,TN,680847.0,5416304.0,8355.0,6097151.0,15953.0
1392,20210116,UT,322252.0,1376445.0,1485.0,2448874.0,12452.0
1397,20210116,WI,566275.0,2432726.0,5905.0,5772267.0,23026.0
1399,20210116,WY,49068.0,164801.0,522.0,549805.0,1215.0
1401,20210115,AL,417528.0,1680128.0,6030.0,2012213.0,38763.0
1402,20210115,AR,267635.0,2032273.0,4263.0,2248612.0,12598.0
1404,20210115,AZ,658186.0,2552128.0,11040.0,5912271.0,45665.0
1406,20210115,CO,371458.0,1925224.0,5343.0,4937103.0,20627.0
1407,20210115,CT,223422.0,4657514.0,6594.0,4880936.0,12257.0
1410,20210115,FL,1519944.0,7927422.0,24169.0,17424558.0,68444.0
1415,20210115,ID,153358.0,446062.0,1591.0,571813.0,6225.0
1417,20210115,IN,583160.0,2223583.0,9246.0,6328023.0,38056.0
1418,20210115,KS,256134.0,844231.0,3502.0,1100365.0,7713.0
1421,20210115,MA,459927.0,3870651.0,13509.0,12147366.0,17109.0
1422,20210115,MD,320739.0,2691673.0,6494.0,6352475.0,29285.0
1423,20210115,ME,32781.0,1205766.0,477.0,1238547.0,1228.0
1425,20210115,MN,443562.0,2698918.0,5850.0,5808350.0,23185.0
1427,20210115,MP,128.0,17429.0,2.0,17557.0,4.0
1428,20210115,MS,248189.0,1222926.0,5411.0,1471115.0,8425.0
1429,20210115,MT,88635.0,780929.0,1086.0,869564.0,3940.0
1431,20210115,ND,95599.0,291220.0,1395.0,1298741.0,3699.0
1432,20210115,NE,180131.0,700507.0,1818.0,1894614.0,5539.0
1433,20210115,NH,55500.0,518186.0,908.0,1130805.0,953.0
1434,20210115,NJ,616090.0,8060712.0,20320.0,8676802.0,54180.0
1435,20210115,NM,161805.0,1965689.0,2874.0,2127494.0,11005.0
1439,20210115,OK,348044.0,2589408.0,2925.0,2937452.0,19616.0
1443,20210115,RI,104443.0,588709.0,2005.0,2242295.0,7432.0
